Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing
Oakleigh,4 Leroux St,3,h,1076000.0,S,Buxton,2016-10-08,14.0,3166,3,1,2,689.0,171.27551020408163,1970,-37.8961,145.1046,Southern Metropolitan,3224,1
Oakleigh,3 Estelle St,3,h,1045000.0,S,Ray,2017-02-11,14.0,3166,3,1,2,602.0,107.0,1950,-37.8923,145.1013,Southern Metropolitan,3224,0
Oakleigh,5/1 Parer St,2,h,600000.0,SP,Barry,2016-06-12,14.0,3166,2,1,1,211.0,115.20408163265306,1975,-37.9086,145.0977,Southern Metropolitan,3224,1
Oakleigh,105 Atkinson St,3,h,1225000.0,S,Ray,2016-11-12,14.0,3166,3,1,2,553.0,172.0612244897959,1900,-37.8956,145.0928,Southern Metropolitan,3224,1
Oakleigh,1173 North Rd,3,h,1035000.0,S,Buxton,2016-11-12,14.0,3166,3,1,2,650.0,156.88673469387754,2000,-37.91,145.0914,Southern Metropolitan,3224,1
Oakleigh,1/1478 Dandenong Rd,3,u,690000.0,S,Buxton,2016-10-15,14.0,3166,3,1,2,340.0,103.0,1930,-37.8968,145.0983,Southern Metropolitan,3224,0
Oakleigh,53 William St,3,h,1050000.0,SP,Buxton,2016-10-15,14.0,3166,3,2,2,544.0,146.0,1970,-37.9055,145.1024,Southern Metropolitan,3224,0
Oakleigh,56 Burlington St,3,h,1045000.0,S,Ray,2016-09-17,14.0,3166,3,1,2,643.0,163.77551020408163,1970,-37.9028,145.0971,Southern Metropolitan,3224,1
Oakleigh,1249 North Rd,3,h,865000.0,SP,Buxton,2016-09-17,14.0,3166,2,1,2,691.0,140.0,1950,-37.9109,145.0995,Southern Metropolitan,3224,0
Oakleigh,13 Hilbert Ct,3,h,1033000.0,S,Buxton,2017-03-18,14.0,3166,3,1,2,548.0,115.0,1975,-37.8951,145.101,Southern Metropolitan,3224,0
Oakleigh,1231 North Rd,4,h,991000.0,S,Woodards,2017-03-18,14.0,3166,4,1,2,683.0,195.9591836734694,1960,-37.9107,145.0975,Southern Metropolitan,3224,1
Oakleigh,134 Atherton Rd,4,h,1641000.0,S,Ray,2016-11-19,14.0,3166,4,1,2,802.0,196.01979591836738,1950,-37.9002,145.099,Southern Metropolitan,3224,1
Oakleigh,3/21 John St,2,h,655000.0,S,Barry,2016-11-19,14.0,3166,2,1,1,156.0,109.39285714285714,1925,-37.9024,145.1008,Southern Metropolitan,3224,1
Oakleigh,1472 Dandenong Rd,2,h,750000.0,PI,Woodards,2016-05-22,14.0,3166,2,2,2,607.0,138.0,1950,-37.8964,145.0977,Southern Metropolitan,3224,0
Oakleigh,197 Huntingdale Rd,3,h,1025000.0,S,Ray,2017-02-25,14.0,3166,3,1,2,543.0,139.0,1940,-37.9023,145.105,Southern Metropolitan,3224,0
Oakleigh,1/233 Huntingdale Rd,3,u,637000.0,S,Ray,2016-07-26,14.0,3166,3,1,2,119.0,106.5822448979592,1970,-37.9058,145.1043,Southern Metropolitan,3224,1
Oakleigh,1/157 Atherton Rd,3,u,633500.0,S,Woodards,2016-06-27,14.0,3166,3,2,2,279.0,95.0,1930,-37.9001,145.1009,Southern Metropolitan,3224,0
Oakleigh,62 Eastgate St,4,h,1180000.0,S,Buxton,2016-06-27,14.0,3166,4,1,2,604.0,183.0,1965,-37.9087,145.0886,Southern Metropolitan,3224,0
Oakleigh,9 Winifred St,3,h,1124000.0,S,Ray,2016-06-27,14.0,3166,3,1,1,685.0,176.78571428571428,1960,-37.8952,145.1021,Southern Metropolitan,3224,1
Oakleigh,36 Hatter St,3,h,1225000.0,S,Buxton,2016-11-27,14.0,3166,3,1,2,528.0,112.0,1930,-37.9066,145.088,Southern Metropolitan,3224,0
Oakleigh,1474 Dandenong Rd,4,h,855000.0,PI,Woodards,2016-05-28,14.0,3166,3,2,1,728.0,237.77551020408163,1930,-37.8966,145.0979,Southern Metropolitan,3224,1
Oakleigh,5 Grant St,5,h,1600000.0,PI,Ray,2016-05-28,14.0,3166,5,3,2,695.0,305.0,2015,-37.8973,145.0979,Southern Metropolitan,3224,0
Oakleigh,9/126 Atherton Rd,3,u,665000.0,S,O'Brien,2016-07-30,14.0,3166,3,1,1,112.0,96.20408163265306,1975,-37.9008,145.09799999999996,Southern Metropolitan,3224,1
Ripponlea,2/120 Brighton Rd,2,u,605000.0,S,Gary,2016-05-07,7.4,3185,2,1,1,722.0,187.13469387755103,1970,-37.8794,144.9947,Southern Metropolitan,821,1
Ripponlea,4/16 Hotham Gr,2,u,660000.0,S,RT,2016-11-12,7.4,3185,2,1,0,477.0,161.73469387755102,1950,-37.8804,144.9969,Southern Metropolitan,821,1
Ripponlea,7/1 Hotham Gr,1,u,327000.0,S,Woodards,2016-06-18,7.4,3185,1,1,1,486.0,148.20591836734695,1910,-37.8797,144.9954,Southern Metropolitan,821,1
Ripponlea,8/10 Maryville St,2,u,570000.0,S,Buxton,2016-11-19,7.4,3185,2,1,0,785.0,181.85714285714286,1964,-37.8756,144.9934,Southern Metropolitan,821,1
Ripponlea,26 Bell St,2,t,755000.0,S,Chisholm,2016-06-27,7.4,3185,2,2,1,66.0,111.0,2005,-37.8813,144.9964,Southern Metropolitan,821,0
Ripponlea,23 Maryville St,4,h,1925000.0,PI,Marshall,2016-11-27,7.4,3185,4,2,3,485.0,161.59367346938777,1920,-37.8754,144.9944,Southern Metropolitan,821,1
Ripponlea,13/209 Hotham St,2,u,520000.0,S,hockingstuart,2016-05-28,7.4,3185,2,1,1,74.0,74.0,1971,-37.8788,144.9974,Southern Metropolitan,821,0
Cremorne,72 Cubitt St,2,h,1000000.0,S,hockingstuart,2016-06-04,2.5,3121,2,1,2,176.0,114.0,1920,-37.8281,144.9923,Northern Metropolitan,1123,0
Cremorne,5 Gough Pl,2,h,725000.0,S,Jellis,2016-06-04,2.5,3121,2,1,1,115.0,104.92244897959183,1970,-37.8285,144.9888,Northern Metropolitan,1123,1
Cremorne,301/163 Cremorne St,1,u,425000.0,PI,hockingstuart,2016-08-06,2.5,3121,1,1,1,52.0,52.0,2007,-37.8301,144.9904,Northern Metropolitan,1123,0
Cremorne,443 Punt Rd,3,h,1280000.0,S,Biggin,2016-11-07,2.5,3121,3,2,2,324.0,165.0,1880,-37.8278,144.9885,Northern Metropolitan,1123,0
Cremorne,34 Green St,2,h,1000000.0,S,Biggin,2016-10-08,2.5,3121,2,1,0,146.0,104.20408163265306,1940,-37.8274,144.9947,Northern Metropolitan,1123,1
Cremorne,7/18 Kelso St,2,u,546000.0,S,Biggin,2016-10-08,2.5,3121,2,1,1,72.20408163265306,72.20408163265306,1980,-37.8282,144.9897,Northern Metropolitan,1123,1
Cremorne,443 Punt Rd,3,h,1475000.0,PI,Biggin,2016-09-10,2.5,3121,3,2,2,324.0,165.0,1880,-37.8278,144.9885,Northern Metropolitan,1123,0
Cremorne,183 Cubitt St,2,h,895000.0,S,Biggin,2016-10-15,2.5,3121,2,1,0,138.0,99.8904081632653,1965,-37.832,144.99200000000005,Northern Metropolitan,1123,1
Cremorne,204/8 Balmain St,1,u,405000.0,SP,Dingle,2016-07-16,2.5,3121,1,1,1,51.38775510204081,51.38775510204081,2007,-37.8299,144.9907,Northern Metropolitan,1123,1
Cremorne,18 Chapel St,2,h,1015000.0,S,Biggin,2016-07-16,2.5,3121,2,1,1,131.0,80.0,1890,-37.8274,144.9967,Northern Metropolitan,1123,0
Cremorne,14 Dover St,2,h,930000.0,S,hockingstuart,2016-07-16,2.5,3121,2,1,1,125.0,68.0,1900,-37.8258,144.99200000000005,Northern Metropolitan,1123,0
Cremorne,313/163 Cremorne St,1,u,415000.0,SP,Jellis,2017-03-18,2.5,3121,1,1,1,51.38775510204081,51.38775510204081,2008,-37.8301,144.9904,Northern Metropolitan,1123,1
Cremorne,56 Wellington St,3,h,1900000.0,VB,Jellis,2016-06-18,2.5,3121,3,2,2,263.0,166.0,2016,-37.8266,144.9894,Northern Metropolitan,1123,0
Cremorne,607/140 Swan St,2,u,662500.0,S,Jellis,2016-11-19,2.5,3121,2,1,1,75.0,75.0,2015,-37.8255,144.9948,Northern Metropolitan,1123,0
Cremorne,84 Chestnut St,2,h,831000.0,S,hockingstuart,2016-05-22,2.5,3121,2,1,0,128.0,95.85204081632654,2014,-37.8291,144.9952,Northern Metropolitan,1123,1
Cremorne,54 Balmain St,2,h,1110000.0,S,Biggin,2016-09-24,2.5,3121,2,1,1,144.0,105.46938775510205,1930,-37.8301,144.9927,Northern Metropolitan,1123,1
Cremorne,308/163 Cremorne St,2,u,565000.0,S,hockingstuart,2016-09-24,2.5,3121,2,1,1,72.20408163265306,72.20408163265306,2007,-37.8301,144.9904,Northern Metropolitan,1123,1
Cremorne,175 Dover St,2,t,1010000.0,S,hockingstuart,2016-09-24,2.5,3121,2,1,1,151.0,151.0,1998,-37.8311,144.9914,Northern Metropolitan,1123,0
Cremorne,66 Green St,3,h,1300000.0,S,Biggin,2016-11-27,2.5,3121,3,1,1,326.0,100.0,1890,-37.8283,144.9946,Northern Metropolitan,1123,0
Cremorne,12 Melrose St,3,h,1300000.0,S,Biggin,2016-05-28,2.5,3121,2,2,2,138.0,108.0,2001,-37.8288,144.9891,Northern Metropolitan,1123,0
Docklands,2305/241 Harbour Esp,1,u,360000.0,VB,RT,2016-12-10,1.9,3008,1,1,1,51.38775510204081,51.38775510204081,1908,-37.8133,144.9433,Southern Metropolitan,4707,1
Docklands,202/440 Docklands Dr,4,t,1370000.0,S,Raine,2016-08-13,1.9,3008,4,2,2,156.85714285714286,156.85714285714286,2009,-37.8141,144.9387,Southern Metropolitan,4707,1
Docklands,1508/50 Lorimer St,2,u,800000.0,VB,RT,2016-06-27,1.9,3008,2,2,2,128.0,128.0,1960,-37.8249,144.9476,Southern Metropolitan,4707,0
South Kingsville,42 Watt St,4,h,930000.0,S,Sweeney,2016-06-04,9.1,3015,5,1,3,669.0,143.0,1950,-37.8305,144.8736,Western Metropolitan,984,0
South Kingsville,1/39 New St,2,t,650000.0,SP,Greg,2016-08-06,9.1,3015,2,2,1,151.0,102.0,2011,-37.8289,144.8671,Western Metropolitan,984,0
South Kingsville,69 Watt St,3,h,985000.0,S,Williams,2016-06-12,9.1,3015,3,1,5,669.0,124.0,1950,-37.8321,144.8736,Western Metropolitan,984,0
South Kingsville,58 Kernot St,4,t,915000.0,SP,Sweeney,2016-04-16,9.1,3015,4,3,1,662.0,265.0,2016,-37.8307,144.8725,Western Metropolitan,984,0
South Kingsville,88 Blackshaws Rd,3,h,845000.0,SP,hockingstuart,2016-09-17,9.1,3015,3,2,2,738.0,204.9373469387755,2012,-37.834,144.8757,Western Metropolitan,984,1
South Kingsville,40 Greene St,3,h,941000.0,S,Jas,2016-06-18,9.1,3015,3,2,3,669.0,174.6326530612245,1960,-37.8303,144.8705,Western Metropolitan,984,1
South Kingsville,55 Saltley St,3,h,1030000.0,SP,Barlow,2016-05-22,9.1,3015,0,1,1,224.0,123.46938775510205,1930,-37.8298,144.8679,Western Metropolitan,984,1
South Kingsville,2/77 Vernon St,2,h,392250.0,SP,Gunn&Co,2016-09-24,9.1,3015,2,1,2,462.0,144.58163265306123,1970,-37.8331,144.8715,Western Metropolitan,984,1
South Kingsville,1/11 New St,3,u,508000.0,S,Sweeney,2017-02-25,9.1,3015,3,1,2,144.0,92.0,1980,-37.8268,144.8675,Western Metropolitan,984,0
South Kingsville,2/3 New St,2,h,420000.0,SP,Jas,2016-07-26,9.1,3015,2,1,1,78.0,130.0,1980,-37.8262,144.8677,Western Metropolitan,984,0
South Kingsville,1/72 Paxton St,2,u,506000.0,S,Sweeney,2016-06-27,9.1,3015,2,1,1,126.0,83.0,1975,-37.8315,144.8693,Western Metropolitan,984,0
South Kingsville,41 Saltley St,3,t,855000.0,SP,Greg,2016-11-27,9.1,3015,3,2,2,337.0,139.69387755102042,1980,-37.8288,144.8681,Western Metropolitan,984,1
South Kingsville,2/108 Blackshaws Rd,2,u,380000.0,VB,Oak,2016-08-28,9.1,3015,2,1,1,78.0,62.0,1960,-37.8337,144.8739,Western Metropolitan,984,0
South Kingsville,56b Vernon St,2,t,611000.0,SP,Williams,2016-08-28,9.1,3015,2,1,1,228.0,100.0,2000,-37.8317,144.8713,Western Metropolitan,984,0
Strathmore Heights,4 Boeing Rd,4,h,1260000.0,S,Nelson,2016-09-10,12.5,3041,4,2,2,697.0,277.0,2012,-37.7141,144.8995,Western Metropolitan,389,0
Strathmore Heights,12 Boeing Rd,4,h,931999.0,S,Nelson,2016-11-12,12.5,3041,4,3,2,528.0,192.0,1966,-37.7137,144.8987,Western Metropolitan,389,0
Strathmore Heights,347 Mascoma St,4,h,800000.0,S,Considine,2016-06-18,12.5,3041,3,2,4,556.0,175.46938775510205,1995,-37.715,144.8966,Western Metropolitan,389,1
Strathmore Heights,5 Lockheed St,4,h,950000.0,S,Nelson,2016-05-22,12.5,3041,4,3,2,541.0,181.03877551020406,2009,-37.7156,144.8975,Western Metropolitan,389,1
Strathmore Heights,14 Elysee Ct,4,h,780000.0,VB,Brad,2016-08-22,12.5,3041,4,2,2,539.0,168.45673469387756,1950,-37.7115,144.8966,Western Metropolitan,389,1
Travancore,2/9 Buckland St,2,u,503000.0,S,Nelson,2016-12-10,5.3,3032,2,1,1,72.20408163265306,72.20408163265306,1960,-37.7822,144.9342,Western Metropolitan,1052,1
Travancore,61 Mooltan St,3,h,1257000.0,S,Jellis,2016-08-13,5.3,3032,3,2,1,337.0,153.0,1930,-37.7813,144.9371,Western Metropolitan,1052,0
Travancore,110 Baroda St,4,h,1562000.0,SP,Nelson,2016-10-15,5.3,3032,4,2,1,621.0,192.0,1900,-37.7778,144.9346,Western Metropolitan,1052,0
Travancore,47 Mooltan St,2,h,1100000.0,SP,Nelson,2016-06-18,5.3,3032,2,1,1,321.0,140.94808979591838,1960,-37.7818,144.9374,Western Metropolitan,1052,1
Travancore,53 Mangalore St,4,h,1740000.0,VB,Nelson,2016-05-22,5.3,3032,3,3,2,650.0,242.0,1925,-37.7796,144.935,Western Metropolitan,1052,0
Travancore,145/38 Mt Alexander Rd,2,u,315000.0,SP,Ray,2016-05-28,5.3,3032,2,1,1,51.0,51.0,2012,-37.7847,144.9383,Western Metropolitan,1052,0
Caulfield East,5 Grange Rd,3,h,1650000.0,PI,Woodards,2016-08-06,9.3,3145,20,1,2,875.0,205.3628571428571,2006,-37.8815,145.0491,Southern Metropolitan,608,1
Caulfield East,4 Lord St,3,h,1380000.0,S,Bayside,2016-10-08,9.3,3145,3,1,2,658.0,165.51020408163265,1940,-37.885,145.0466,Southern Metropolitan,608,1
Caulfield East,9 Lord St,2,h,620000.0,SP,Woodards,2016-12-10,9.3,3145,2,1,2,106.91632653061224,106.91632653061224,1999,-37.8852,145.0462,Southern Metropolitan,608,1
Caulfield East,75 Grange Rd,5,h,1335000.0,S,Gary,2016-07-16,9.3,3145,5,2,1,521.0,208.0,1915,-37.8868,145.0462,Southern Metropolitan,608,0
Caulfield East,17 Clifton St,2,h,1000000.0,S,hockingstuart,2017-02-25,9.3,3145,2,1,1,472.0,157.19387755102042,1960,-37.884,145.0447,Southern Metropolitan,608,1
Seaholme,41 Simmons Dr,3,h,860000.0,PI,RT,2016-08-06,12.7,3018,3,2,2,537.0,140.12506326530612,2011,-37.8628,144.8468,Western Metropolitan,852,1
Seaholme,13 Sussex St,5,h,1415000.0,S,Greg,2016-09-17,12.7,3018,5,3,6,705.0,313.0,2005,-37.864,144.8437,Western Metropolitan,852,0
Seaholme,10 Wattle Gr,5,h,2000000.0,PI,RT,2017-02-25,12.7,3018,4,3,4,697.0,183.20408163265307,2005,-37.8664,144.8416,Western Metropolitan,852,1
Keilor Park,31 Swan St,3,h,720000.0,S,Nelson,2016-10-08,14.5,3042,3,1,1,696.0,132.0,1975,-37.725,144.8586,Western Metropolitan,1119,0
Keilor Park,5/8 Swan St,2,t,380000.0,S,Nelson,2016-09-10,14.5,3042,2,1,1,161.0,100.0,2010,-37.7251,144.8621,Western Metropolitan,1119,0
Keilor Park,60 Erebus St,4,h,843000.0,S,Barry,2017-02-11,14.5,3042,4,2,1,697.0,169.12795918367348,2003,-37.7216,144.8605,Western Metropolitan,1119,1
Keilor Park,2/90 Victory St,3,u,501000.0,S,Barry,2016-11-12,14.5,3042,3,1,1,255.0,132.0,1991,-37.7243,144.8533,Western Metropolitan,1119,0
Keilor Park,50 Collinson St,4,h,820500.0,S,YPA,2017-03-18,14.5,3042,4,2,7,754.0,191.48571428571427,1960,-37.7221,144.8578,Western Metropolitan,1119,1
Keilor Park,47 Victory St,3,h,722000.0,SP,Brad,2016-06-18,14.5,3042,3,1,1,695.0,141.0,1970,-37.7259,144.8579,Western Metropolitan,1119,0
Keilor Park,44 Erebus St,4,t,746000.0,S,Barry,2016-05-22,14.5,3042,4,3,1,308.0,174.0,1970,-37.7231,144.8602,Western Metropolitan,1119,0
Keilor Park,2a Flinders St,3,h,685000.0,S,Nelson,2016-07-26,14.5,3042,3,2,2,260.0,136.31836734693877,2012,-37.7226,144.8569,Western Metropolitan,1119,1
Keilor Park,2/125 Fosters Rd,3,u,455000.0,S,Nelson,2016-06-27,14.5,3042,3,1,1,166.0,136.0,1999,-37.7169,144.8582,Western Metropolitan,1119,0
Keilor Park,3/550 Fullarton Rd,4,t,600000.0,S,Barry,2016-11-27,14.5,3042,4,2,1,231.0,146.0,2013,-37.7263,144.8584,Western Metropolitan,1119,0
Keilor Park,18 William St,3,h,575000.0,S,Nelson,2016-11-27,14.5,3042,3,1,1,338.0,107.0,1960,-37.7212,144.8545,Western Metropolitan,1119,0
Keilor Park,35 Spence St,3,h,566000.0,S,Nelson,2016-05-28,14.5,3042,3,2,2,554.0,129.0,1980,-37.7212,144.8598,Western Metropolitan,1119,0
Gardenvale,66A Gardenvale Rd,3,h,1250000.0,PI,Nick,2017-02-11,9.8,3185,3,2,2,236.0,193.0,2004,-37.8982,145.0121,Southern Metropolitan,534,0
Gardenvale,2/32 Gardenia Rd,2,u,393000.0,SP,Biggin,2016-05-14,9.8,3185,2,1,1,65.0,65.0,1970,-37.8971,145.0093,Southern Metropolitan,534,0
Gardenvale,7/32 Gardenia Rd,2,u,440000.0,S,Biggin,2016-06-18,9.8,3185,2,1,1,75.0,75.0,1950,-37.8971,145.0093,Southern Metropolitan,534,0
Gardenvale,1/18 Magnolia Rd,2,u,595000.0,S,Biggin,2016-11-19,9.8,3185,2,1,1,75.0,75.0,1960,-37.8994,145.0101,Southern Metropolitan,534,0
Gardenvale,25 Magnolia Rd,4,h,2200000.0,S,hockingstuart,2016-08-28,9.8,3185,4,3,3,474.0,230.0,2010,-37.8988,145.0098,Southern Metropolitan,534,0
Princes Hill,76 Arnold St,3,h,1700000.0,VB,Collins,2016-11-27,3.7,3054,3,1,2,341.0,143.56938775510204,1960,-37.7832,144.9655,Northern Metropolitan,1008,1
Princes Hill,77 McIlwraith St,4,h,1908000.0,S,Nelson,2016-05-28,3.7,3054,4,2,1,256.0,156.0,1890,-37.7833,144.9681,Northern Metropolitan,1008,0
Aberfeldie,32 Fawkner St,4,h,1330000.0,S,Nelson,2017-05-06,9.1,3040,4,2,2,273.0,138.44326530612244,1970,-37.7574,144.8959,Western Metropolitan,1543,1
Aberfeldie,2/65 Clifton St,3,h,1300000.0,S,Nelson,2017-04-08,9.1,3040,3,3,2,240.0,240.0,2013,-37.762,144.8916,Western Metropolitan,1543,0
Aberfeldie,3/4 Combermere St,2,h,470000.0,S,Barry,2017-04-08,9.1,3040,2,1,1,70.0,72.3,1980,-37.7564,144.9043,Western Metropolitan,1543,0
Aberfeldie,2 Derry St,4,h,1740000.0,PI,Nelson,2017-04-29,9.1,3040,4,2,2,746.0,161.0,1950,-37.7595,144.8993,Western Metropolitan,1543,0
Albert Park,4 Ashworth St,3,h,1700000.0,VB,Greg,2017-05-06,3.3,3206,3,1,1,178.0,116.0,1910,-37.8473,144.9495,Southern Metropolitan,3280,0
Albert Park,13/123 Beaconsfield Pde,1,u,1100000.0,PI,Nelson,2017-04-08,3.3,3206,1,1,1,64.0,64.0,1888,-37.8487,144.9511,Southern Metropolitan,3280,0
Albert Park,102 Graham St,3,h,2155000.0,S,RT,2017-04-08,3.3,3206,3,2,0,130.0,103.59795918367347,1950,-37.8453,144.94899999999996,Southern Metropolitan,3280,1
Albert Park,374 Montague St,3,h,2115000.0,PI,Marshall,2017-04-08,3.3,3206,3,2,0,140.0,103.23734693877552,1970,-37.8426,144.9563,Southern Metropolitan,3280,1
Albert Park,75 Richardson St,2,h,2810000.0,S,Greg,2017-04-08,3.3,3206,2,1,1,263.0,136.03061224489795,1970,-37.8441,144.9522,Southern Metropolitan,3280,1
Albert Park,21 Finlay St,2,h,2130000.0,S,Marshall,2017-05-13,3.3,3206,2,1,1,236.0,135.49591836734695,1910,-37.8436,144.9558,Southern Metropolitan,3280,1
Albert Park,28 Hambleton St,4,h,2950000.0,S,Greg,2017-05-20,3.3,3206,4,1,0,306.0,137.3469387755102,1915,-37.8459,144.9574,Southern Metropolitan,3280,1
Albert Park,91 Page St,3,h,2150000.0,S,Marshall,2017-05-20,3.3,3206,3,1,1,163.0,85.0,1890,-37.8473,144.955,Southern Metropolitan,3280,0
Albert Park,6 Gray La,3,h,2035000.0,SP,White,2017-04-29,3.3,3206,3,1,1,185.0,119.86938775510205,1960,-37.8435,144.9538,Southern Metropolitan,3280,1
Albert Park,2A Mills St,2,t,1500000.0,S,Marshall,2017-04-29,3.3,3206,2,1,1,115.0,104.02448979591837,1930,-37.8441,144.9598,Southern Metropolitan,3280,1
Albert Park,46 Withers St,2,h,1190000.0,S,RT,2017-04-29,3.3,3206,2,1,0,111.0,70.0,1915,-37.8445,144.9489,Southern Metropolitan,3280,0
Alphington,10/90 Yarralea St,1,u,320000.0,S,Miles,2017-05-06,6.4,3078,1,1,1,915.0,191.3673469387755,2001,-37.7793,145.0327,Northern Metropolitan,2211,1
Alphington,57 Yarralea St,3,t,1285000.0,PI,Nelson,2017-05-13,6.4,3078,3,2,2,528.0,175.3714285714286,1967,-37.7817,145.0319,Northern Metropolitan,2211,1
Alphington,55 Bennett St,4,h,1975000.0,S,Nelson,2017-05-20,6.4,3078,4,2,2,600.0,172.11775510204083,2000,-37.771,145.0318,Northern Metropolitan,2211,1
Alphington,3/34 Grange Rd,1,u,316000.0,S,Fletchers,2017-05-20,6.4,3078,1,1,1,51.38775510204081,51.38775510204081,2000,-37.7786,145.0253,Northern Metropolitan,2211,1
Altona North,269 Blackshaws Rd,3,h,916000.0,SP,Hunter,2017-05-20,11.1,3025,3,1,2,606.0,109.0,1970,-37.8326,144.8594,Western Metropolitan,5132,0
Altona North,68 Chambers Rd,3,h,750000.0,S,RT,2017-05-20,11.1,3025,3,1,2,534.0,127.42857142857143,1960,-37.8367,144.8425,Western Metropolitan,5132,1
Altona North,23 Rymill Ct,3,h,910000.0,S,hockingstuart,2017-04-29,11.1,3025,3,1,3,535.0,132.0,1970,-37.8322,144.8399,Western Metropolitan,5132,0
Armadale,22 Baldwin St,2,h,1859000.0,S,Marshall,2017-05-06,6.3,3143,2,2,3,311.0,136.75510204081633,1950,-37.8545,145.0219,Southern Metropolitan,4836,1
Armadale,5/29 Mercer Rd,2,t,1200000.0,S,RT,2017-05-06,6.3,3143,2,2,1,189.0,114.87755102040816,1940,-37.8532,145.0259,Southern Metropolitan,4836,1
Armadale,8/15 Egerton Rd,2,u,480000.0,VB,hockingstuart,2017-04-08,6.3,3143,2,1,1,66.23,66.23,1960,-37.8624,145.0223,Southern Metropolitan,4836,0
Armadale,18 Rose St,2,h,1705000.0,S,Marshall,2017-05-20,6.3,3143,2,2,0,195.0,112.43265306122449,1868,-37.851,145.0156,Southern Metropolitan,4836,1
Armadale,4/10 St Georges Rd,3,t,1005000.0,S,Kay,2017-04-22,6.3,3143,3,2,2,136.18367346938774,136.18367346938774,1950,-37.8606,145.0209,Southern Metropolitan,4836,1
Armadale,1/5 The Terrace,2,u,852000.0,S,Woodards,2017-04-22,6.3,3143,2,1,1,869.0,74.0,1980,-37.8603,145.0224,Southern Metropolitan,4836,0
Armadale,8/16 Wattletree Rd,2,u,690000.0,S,Jellis,2017-04-22,6.3,3143,2,1,2,72.20408163265306,72.20408163265306,1960,-37.8611,145.0174,Southern Metropolitan,4836,1
Armadale,1/25 Mercer Rd,3,u,2120000.0,S,Jellis,2017-04-29,6.3,3143,3,2,3,395.0,144.9591836734694,1950,-37.8536,145.0263,Southern Metropolitan,4836,1
Armadale,6/581 Orrong Rd,1,u,405000.0,S,Marshall,2017-04-29,6.3,3143,1,1,0,48.0,48.0,1966,-37.8531,145.0115,Southern Metropolitan,4836,0
Ascot Vale,8 Anderson St,5,h,2100000.0,S,Nelson,2017-05-06,5.9,3032,5,3,3,468.0,274.0,1925,-37.7822,144.9065,Western Metropolitan,6567,0
Ascot Vale,6 Munro St,3,h,1435000.0,S,Nelson,2017-04-08,5.9,3032,3,1,1,450.0,155.0,1920,-37.7756,144.9148,Western Metropolitan,6567,0
Ascot Vale,72 Bloomfield Rd,2,h,1020000.0,PI,Nelson,2017-05-13,5.9,3032,2,1,1,226.0,98.0,1920,-37.7761,144.9165,Western Metropolitan,6567,0
Ascot Vale,3 Dalgety Dr,3,h,1041000.0,S,Nelson,2017-05-13,5.9,3032,3,2,2,209.0,121.0,2009,-37.7774,144.904,Western Metropolitan,6567,1
Ascot Vale,4/225 Maribyrnong Rd,2,t,565000.0,S,Woodards,2017-05-13,5.9,3032,2,2,1,103.0,91.26530612244898,1989,-37.7715,144.9088,Western Metropolitan,6567,1
Ascot Vale,75 Maribyrnong Rd,6,h,2250000.0,PI,Jellis,2017-05-13,5.9,3032,6,3,2,1012.0,435.0,1887,-37.7721,144.9184,Western Metropolitan,6567,0
Ascot Vale,5/9 Sandown Rd,4,t,900000.0,SP,Alexkarbon,2017-05-13,5.9,3032,4,3,2,159.0,159.0,2011,-37.7831,144.9209,Western Metropolitan,6567,0
Ascot Vale,7 Elliott St,3,h,1490000.0,S,Nelson,2017-05-20,5.9,3032,3,2,1,542.0,185.65102040816325,2007,-37.781,144.9095,Western Metropolitan,6567,1
Ascot Vale,17 Monash St,3,h,1230000.0,PI,Nelson,2017-05-20,5.9,3032,3,1,2,538.0,156.94138979591835,1977,-37.7808,144.9083,Western Metropolitan,6567,1
Ascot Vale,136 The Parade,2,h,1050000.0,S,Brad,2017-05-20,5.9,3032,2,1,0,341.0,135.58979591836734,1920,-37.7721,144.9113,Western Metropolitan,6567,1
Ascot Vale,3 Federation St,2,h,1005000.0,S,Brad,2017-04-29,5.9,3032,2,1,1,202.0,120.3204081632653,1999,-37.7737,144.9166,Western Metropolitan,6567,1
Ascot Vale,40 Kent St,4,h,1316500.0,S,Alexkarbon,2017-04-29,5.9,3032,4,3,2,230.0,148.11530612244897,2010,-37.7804,144.9284,Western Metropolitan,6567,1
Ashwood,5 Harcourt St,2,h,1495000.0,S,Barry,2017-04-08,12.2,3147,2,1,2,803.0,95.0,1950,-37.8683,145.1064,Southern Metropolitan,2894,0
Ashwood,217 Huntingdale Rd,4,h,1126000.0,S,Harcourts,2017-04-08,12.2,3147,4,1,1,656.0,181.83673469387756,2010,-37.8696,145.1111,Southern Metropolitan,2894,1
Ashwood,1/7 Queens Pde,2,u,822000.0,S,Marshall,2017-04-08,12.2,3147,2,1,1,78.0,59.0,1970,-37.8677,145.0981,Southern Metropolitan,2894,0
Ashwood,3/5 Yunki Ct,2,t,770000.0,SP,Buxton,2017-04-08,12.2,3147,2,1,2,162.0,119.25918367346938,2010,-37.871,145.0994,Southern Metropolitan,2894,1
