Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing,time,time_cont,time_cos,time_sq
Collingwood,69 Hotham St,2,t,750000.0,S,Jellis,2016-09-03,1.6,3066,2,1,1,115.0,96.69473684210527,2011,-37.7968,144.9891,Northern Metropolitan,4553,1,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Brunswick,34A Downs St,2,h,920000.0,S,Nelson,2017-06-03,5.2,3056,2,1,1,240.0,109.0,1995,-37.75697,144.95543,Northern Metropolitan,11918,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Preston,37 Scotia St,3,h,1000000.0,S,Barry,2017-03-18,8.8,3072,3,2,2,227.0,136.52631578947367,1950,-37.7445,144.9917,Northern Metropolitan,14577,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Carnegie,135 Leila Rd,3,h,1570000.0,S,hockingstuart,2017-06-03,10.1,3163,3,2,2,602.0,180.0,1970,-37.90248,145.05943,Southern Metropolitan,7822,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Heidelberg,3/5 Austral Ct,4,t,828000.0,S,Miles,2017-06-17,8.9,3084,4,2,2,264.0,140.0,2000,-37.74352,145.08082,Eastern Metropolitan,2890,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Balwyn,27A Yerrin St,3,t,1680000.0,S,Fletchers,2017-04-22,9.7,3103,3,3,1,329.0,178.0,2005,-37.8101,145.0844,Southern Metropolitan,5682,0,736913,0.7906382978723404,0.25257242193692536,0.6251089180624717
Huntingdale,63 Beauford St,4,h,1190000.0,SA,Buxton,2017-08-26,12.3,3166,4,2,2,600.0,189.3878947368421,1966,-37.9089,145.11236,Southern Metropolitan,768,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Altona,1A Merritt Ct,3,t,705000.0,S,hockingstuart,2017-02-11,13.8,3018,3,2,2,197.0,152.0,1900,-37.8579,144.8181,Western Metropolitan,5301,0,736559,0.48936170212765956,-0.9977668786231532,0.2394748755092802
Collingwood,43 Campbell St,2,h,1135000.0,S,Kay,2017-05-27,2.0,3066,2,1,0,144.0,80.0,1880,-37.80298,144.98894,Northern Metropolitan,4553,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Keilor East,35 Gungarlan Dr,3,h,695000.0,S,Barry,2016-11-19,12.8,3033,3,2,2,716.0,154.0,1970,-37.734,144.8593,Western Metropolitan,5629,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Richmond,52 Brighton St,2,h,1506000.0,S,Biggin,2016-05-07,2.6,3121,2,2,1,220.0,131.0,1920,-37.8284,144.9989,Northern Metropolitan,14949,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Surrey Hills,4/5 Middlesex Rd,2,u,656000.0,S,Fletchers,2016-05-22,11.2,3127,1,1,1,951.0,76.0,1970,-37.8261,145.0902,Southern Metropolitan,5457,0,736560,0.4902127659574468,-0.9981097779620154,0.2403085559076505
Preston,82 Murray Rd,3,h,721000.0,S,Stockdale,2016-12-03,8.8,3072,3,1,1,581.0,120.94736842105263,1910,-37.7399,145.0228,Northern Metropolitan,14577,1,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Niddrie,63 Nolan St,4,h,1370000.0,S,Nelson,2017-09-09,10.4,3042,4,3,2,634.0,251.0,2017,-37.74101,144.88478,Western Metropolitan,2291,0,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Bundoora,12 Norwood Ct,3,h,730000.0,S,Barry,2017-07-08,12.1,3083,3,1,1,612.0,101.0,1960,-37.70602,145.05945,Northern Metropolitan,10175,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Rosanna,1/249 Lower Plenty Rd,3,h,720000.0,SP,hockingstuart,2016-08-13,11.4,3084,3,1,2,604.0,127.32473684210527,1972,-37.7377,145.0737,Eastern Metropolitan,3540,1,736326,0.29106382978723405,-0.2551585253671358,0.08471815301041195
Keilor Park,26 Snow St,5,h,765000.0,SP,McDonald,2017-07-29,10.4,3042,5,3,4,650.0,178.0,1970,-37.72285,144.86073000000005,Western Metropolitan,1119,0,737159,1.0,1.0,1.0
Caulfield North,3/19 Hawthorn Rd,1,u,350000.0,PI,hockingstuart,2017-06-03,7.8,3161,1,1,1,53.3,53.3,1960,-37.8681,145.02576000000005,Southern Metropolitan,6923,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Bulleen,1/7 Westwood Dr,3,u,812500.0,S,Barry,2016-11-19,11.8,3105,3,1,1,421.0,132.52631578947367,2008,-37.7798,145.1023,Eastern Metropolitan,4480,1,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Essendon,5/8 Violet St,2,u,440000.0,S,Brad,2016-11-27,8.0,3040,2,1,1,1011.0,77.0,1970,-37.7556,144.9132,Western Metropolitan,9264,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Hawthorn,25 William St,3,h,1450000.0,VB,Marshall,2017-09-16,5.3,3122,3,1,0,216.0,104.0,1890,-37.82031,145.04043,Southern Metropolitan,11308,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Yarraville,280 Francis St,3,h,850000.0,S,Jas,2016-08-13,7.0,3013,3,1,1,444.0,164.8421052631579,1900,-37.8193,144.8753,Western Metropolitan,6543,1,736326,0.29106382978723405,-0.2551585253671358,0.08471815301041195
Armadale,12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,2016-11-19,6.3,3143,3,1,1,98.0,98.0,1970,-37.8596,145.0198,Southern Metropolitan,4836,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Gladstone Park,7 Dalton Pl,3,h,680000.0,S,Barry,2017-09-03,12.9,3043,3,1,2,300.0,161.68421052631578,1990,-37.68416,144.8895,Western Metropolitan,3285,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Bayswater,95 Orange Gr,4,h,925000.0,SP,Biggin,2017-06-17,23.2,3153,4,1,10,993.0,128.0,1966,-37.84688,145.25632,Eastern Metropolitan,5030,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Reservoir,1/21 Crookston Rd,3,h,550000.0,PI,Barry,2016-06-27,11.2,3073,3,2,2,260.0,128.0,2006,-37.7106,145.0225,Northern Metropolitan,21650,0,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
Sunshine,54 Ardoyne St,3,h,940000.0,S,Douglas,2017-05-06,12.6,3020,3,2,2,572.0,190.0,1950,-37.7966,144.8256,Western Metropolitan,3755,0,736445,0.3923404255319149,-0.7798031244015404,0.15393100950656405
Roxburgh Park,13 McKinley Dr,3,h,460000.0,S,YPA,2017-07-29,20.6,3064,3,2,3,266.0,153.0,2000,-37.63544,144.93274,Northern Metropolitan,5833,0,737159,1.0,1.0,1.0
Ivanhoe,2/80 Marshall St,2,u,475000.0,SP,Miles,2016-11-12,7.9,3079,2,1,1,69.78947368421052,69.78947368421052,1960,-37.7707,145.0471,Eastern Metropolitan,5549,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Williamstown,19 Verdon St,4,h,2910000.0,SP,Greg,2017-03-04,8.0,3016,4,3,0,338.0,196.0,1890,-37.8633,144.8963,Western Metropolitan,6380,0,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Coburg,109 Moreland Rd,3,h,825000.0,S,Nicholson,2016-10-08,7.8,3058,2,1,1,374.0,118.0,1910,-37.7561,144.9715,Northern Metropolitan,11204,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Coburg,48 Barrow St,5,h,1615000.0,S,Nelson,2017-05-27,6.7,3058,5,2,3,630.0,224.0,1970,-37.7532,144.97114,Northern Metropolitan,11204,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Taylors Lakes,64 Pindari Av,3,h,693000.0,S,YPA,2017-07-29,15.5,3038,3,2,3,723.0,185.5578947368421,1890,-37.70458,144.79505,Western Metropolitan,5336,1,737159,1.0,1.0,1.0
Southbank,73/1 Riverside Qy,2,u,540000.0,S,Dingle,2016-09-24,1.2,3006,2,2,1,93.0,93.0,1994,-37.822,144.9637,Southern Metropolitan,8400,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Hawthorn East,35 Auburn Gr,3,h,2102000.0,S,Noel,2017-05-20,7.5,3123,3,2,1,271.0,126.0,1995,-37.8256,145.0486,Southern Metropolitan,6482,0,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Kew,3/99 Earl St,2,t,707500.0,S,Jellis,2016-07-26,5.6,3101,2,1,1,124.0,86.0,1992,-37.7938,145.0321,Southern Metropolitan,10331,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Mount Waverley,37 Waimarie Dr,3,h,1635000.0,S,Harcourts,2017-07-29,14.2,3149,3,1,2,720.0,157.78947368421052,1960,-37.87735,145.13357,Eastern Metropolitan,13366,1,737159,1.0,1.0,1.0
Essendon,82 Price St,3,h,1226000.0,S,Nelson,2016-12-10,8.0,3040,3,1,3,533.0,125.0,1955,-37.7462,144.8953,Western Metropolitan,9264,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,2017-04-22,1.8,3053,2,2,1,110.0,110.0,2000,-37.7973,144.9712,Northern Metropolitan,6786,0,736913,0.7906382978723404,0.25257242193692536,0.6251089180624717
Preston,187 Gilbert Rd,3,h,850000.0,S,Barry,2016-08-22,8.8,3072,3,2,1,142.0,142.0,1900,-37.7451,144.9888,Northern Metropolitan,14577,0,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Greenvale,69 Greenvale Dr,3,h,770000.0,S,RW,2017-05-27,20.4,3059,3,2,2,711.0,154.0,1985,-37.64297,144.88796000000005,Northern Metropolitan,4864,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Glen Iris,1/25 Gardiner Pde,3,t,1501000.0,S,hockingstuart,2017-05-27,7.3,3146,3,2,2,313.0,160.0,1995,-37.85385,145.06473,Southern Metropolitan,10412,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Braybrook,11 Howell Pl,3,h,585000.0,S,Barry,2016-05-14,10.8,3019,3,2,2,631.0,172.0121052631579,1998,-37.7934,144.8467,Western Metropolitan,3589,1,736320,0.28595744680851065,-0.22401019408829695,0.0817716613852422
Bentleigh East,68 Tambet St,3,h,1251000.0,S,hockingstuart,2017-04-29,13.9,3165,3,1,1,612.0,165.3684210526316,1890,-37.9133,145.0719,Southern Metropolitan,10969,1,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Pascoe Vale,251 Gaffney St,4,h,820000.0,VB,hockingstuart,2017-02-25,9.9,3044,4,1,1,420.0,158.21052631578948,2009,-37.7326,144.9475,Northern Metropolitan,7485,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Brunswick East,189 Glenlyon Rd,3,h,1125000.0,S,Collins,2017-03-18,4.5,3057,3,1,2,369.0,153.26315789473685,1890,-37.7727,144.9736,Northern Metropolitan,5533,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Oak Park,11 Xavier St,5,h,1306000.0,S,Eview,2017-05-20,11.5,3046,5,3,3,700.0,253.46578947368423,1995,-37.7206,144.9194,Northern Metropolitan,2651,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Balwyn,4/8 Bevan St,2,u,614000.0,S,Noel,2017-08-12,7.9,3103,2,1,1,69.78947368421052,69.78947368421052,1965,-37.81303,145.07468,Southern Metropolitan,5682,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Northcote,14 Henry St,2,h,1112000.0,S,Nelson,2016-06-12,5.5,3070,4,1,2,238.0,133.70000000000002,1996,-37.7732,144.9957,Northern Metropolitan,11364,1,736272,0.2451063829787234,0.030742657968892292,0.06007713897691262
Pascoe Vale,9 Bawden Ct,4,h,770000.0,S,Nelson,2017-05-13,9.9,3044,4,1,2,596.0,130.0,1960,-37.7195,144.9456,Northern Metropolitan,7485,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Doncaster,6/14 Firth St,2,u,400000.0,VB,Ross,2016-10-08,13.9,3108,2,1,2,69.78947368421052,69.78947368421052,1940,-37.7868,145.1223,Eastern Metropolitan,9028,1,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Williamstown North,10/68 Kororoit Creek Rd,1,u,285000.0,S,Williams,2016-09-10,8.9,3016,1,1,1,54.578947368421055,54.578947368421055,1961,-37.8571,144.8841,Western Metropolitan,802,1,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
Reservoir,657 Gilbert Rd,3,h,777000.0,S,Nelson,2016-11-27,11.2,3073,3,1,2,480.0,161.31578947368422,1960,-37.7265,144.9918,Northern Metropolitan,21650,1,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Hampton,132 Ludstone St,4,h,1800000.0,PI,Buxton,2017-09-23,13.8,3188,4,1,2,800.0,174.89315789473685,1950,-37.93492,145.01758,Southern Metropolitan,5454,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Sunshine West,49 Warmington Rd,3,h,451000.0,S,Douglas,2016-07-30,13.5,3020,3,1,6,655.0,146.0,1978,-37.8022,144.8235,Western Metropolitan,6763,0,736824,0.7148936170212766,-0.2187955187710754,0.5110728836577637
North Melbourne,187 Errol St,2,h,962000.0,S,Alexkarbon,2017-07-01,1.8,3051,2,1,0,91.0,2.0,2009,-37.80037,144.94981,Northern Metropolitan,6821,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Keilor East,54 Norwood Dr,4,h,770000.0,S,Nelson,2016-05-22,12.8,3033,4,2,2,546.0,174.0,1970,-37.7428,144.8536,Western Metropolitan,5629,0,736560,0.4902127659574468,-0.9981097779620154,0.2403085559076505
Doncaster,93 Church Rd,4,h,1200000.0,VB,Fletchers,2017-08-19,12.4,3108,4,2,1,650.0,193.3394736842105,1960,-37.78911,145.13724,Eastern Metropolitan,9028,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Carrum Downs,5 Atkins Ct,3,h,500000.0,S,Ray,2017-06-17,34.9,3201,3,2,2,509.0,125.0,1993,-38.09111,145.19083999999995,South-Eastern Metropolitan,8060,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,S,Brad,2016-04-23,5.9,3032,3,1,2,414.0,162.1121052631579,2009,-37.7766,144.9185,Western Metropolitan,6567,1,736578,0.505531914893617,-0.9993959999183962,0.25556251697600724
Port Melbourne,143 Pickles St,3,h,1916000.0,S,Greg,2016-10-08,3.8,3207,2,2,1,190.0,115.21052631578948,1900,-37.8393,144.947,Southern Metropolitan,8648,1,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Newport,31 Milford St,2,h,1030000.0,S,Village,2016-10-15,8.4,3015,2,1,2,470.0,136.0,1930,-37.8471,144.8769,Western Metropolitan,5498,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Elsternwick,11/39 Horne St,3,t,820000.0,VB,McGrath,2016-11-12,8.5,3185,3,2,2,108.0,3.0,2002,-37.8858,145.0012,Southern Metropolitan,4898,0,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Richmond,5/202 Lennox St,2,u,575000.0,S,Biggin,2017-06-03,2.4,3121,2,1,1,407.0,66.0,1960,-37.82046,144.99398,Northern Metropolitan,14949,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Brunswick East,1/51 Brunswick Rd,2,h,620000.0,S,Nicholson,2017-07-29,4.0,3057,2,1,1,123.0,79.0,1960,-37.7784,144.97404,Northern Metropolitan,5533,0,737159,1.0,1.0,1.0
Caulfield North,7/19 Hawthorn Rd,2,u,520500.0,S,Gary,2016-08-13,8.1,3161,2,1,1,69.78947368421052,69.78947368421052,2016,-37.8681,145.0258,Southern Metropolitan,6923,1,736326,0.29106382978723405,-0.2551585253671358,0.08471815301041195
Surrey Hills,52 Park Rd,5,h,2000000.0,VB,Noel,2017-06-24,10.2,3127,5,3,2,735.0,286.0,1945,-37.83583,145.10664,Southern Metropolitan,5457,0,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Moorabbin,6a Clay St,3,t,917000.0,S,Ray,2016-07-26,14.6,3189,3,2,2,472.0,152.0,2001,-37.9387,145.0461,Southern Metropolitan,2555,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Heidelberg West,15 Derna St,3,h,740000.0,S,Barry,2016-11-07,9.4,3081,3,2,1,627.0,161.8421052631579,1960,-37.747,145.0402,Eastern Metropolitan,2674,1,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Hawthorn,23 Edgerton St,4,h,1936000.0,S,Kay,2016-09-17,4.6,3122,4,2,1,218.0,173.0,1890,-37.8142,145.0252,Southern Metropolitan,11308,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Hughesdale,19 Canterbury St,3,h,1055000.0,S,Woodards,2016-10-08,13.0,3166,3,1,1,562.0,97.0,1930,-37.9022,145.0811,Southern Metropolitan,3145,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Windsor,6/10 Wrexham Rd,1,u,452000.0,S,Marshall,2017-02-11,5.1,3181,1,1,1,46.0,46.0,1974,-37.8568,145.0004,Southern Metropolitan,4380,0,736559,0.48936170212765956,-0.9977668786231532,0.2394748755092802
Ivanhoe,79 Marshall St,4,h,1460000.0,S,Miles,2016-09-24,7.9,3079,4,1,2,605.0,181.0,1940,-37.7707,145.0467,Eastern Metropolitan,5549,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Balwyn North,215 Doncaster Rd,3,h,1670000.0,S,hockingstuart,2017-04-29,9.2,3104,0,0,0,818.0,135.31578947368422,1905,-37.7939,145.0866,Southern Metropolitan,7809,1,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Carnegie,3/9 Poplar Gr,1,u,305000.0,S,Woodards,2017-04-08,11.4,3163,1,1,1,46.0,46.0,1960,-37.8858,145.0632,Southern Metropolitan,7822,0,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Hampton,13 Mills St,2,t,1285000.0,S,Hodges,2017-06-24,13.8,3188,2,1,1,348.0,100.0,1992,-37.93557,145.00463,Southern Metropolitan,5454,0,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
South Melbourne,157 Napier St,3,h,1600000.0,SP,Marshall,2016-09-03,2.1,3205,3,2,1,88.0,93.0,1890,-37.8363,144.9628,Southern Metropolitan,5943,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Glenroy,40 View St,3,h,525000.0,S,Brad,2016-04-16,13.0,3046,3,1,1,665.0,85.0,1950,-37.6966,144.9331,Northern Metropolitan,8870,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Oakleigh,53 William St,3,h,1050000.0,SP,Buxton,2016-10-15,14.0,3166,3,2,2,544.0,146.0,1970,-37.9055,145.1024,Southern Metropolitan,3224,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Essendon West,1/410 Buckley St,3,t,800000.0,VB,Barry,2016-06-12,9.8,3040,3,3,2,242.0,135.8736842105263,2013,-37.7535,144.8868,Western Metropolitan,588,1,736272,0.2451063829787234,0.030742657968892292,0.06007713897691262
Burwood,58 Eley Rd,4,h,1535000.0,S,Nelson,2017-08-26,10.4,3125,4,3,2,1004.0,188.0,1950,-37.84533,145.12764,Southern Metropolitan,5678,0,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Ascot Vale,24/54 Epsom Rd,2,u,450000.0,VB,Nelson,2016-11-12,5.9,3032,2,1,1,69.78947368421052,69.78947368421052,2010,-37.7731,144.9074,Western Metropolitan,6567,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Niddrie,31 Carrington Rd,2,h,1190000.0,S,Barry,2016-11-19,11.2,3042,2,1,2,650.0,132.0,1975,-37.7378,144.8893,Western Metropolitan,2291,1,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Reservoir,3/66 Darebin Bvd,2,u,401000.0,S,Darren,2016-12-10,11.2,3073,2,1,1,184.0,77.0,1965,-37.7043,145.0277,Northern Metropolitan,21650,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Craigieburn,10 Huntingdale Ct,6,h,506000.0,S,Raine,2017-05-27,20.6,3064,6,2,2,655.0,202.0,1997,-37.59052,144.93066000000005,Northern Metropolitan,15510,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Heidelberg West,54 Alamein Rd,2,h,580000.0,S,Harcourts,2017-07-15,8.8,3081,2,1,2,498.0,75.0,1955,-37.73759,145.04236,Eastern Metropolitan,2674,0,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Chadstone,2/16 Westbrook St,3,t,820000.0,VB,hockingstuart,2017-05-20,13.6,3148,3,2,2,213.0,115.0,2012,-37.8827,145.0942,Southern Metropolitan,3582,0,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Dandenong North,60 First Av,3,h,682000.0,S,O'Brien,2017-09-16,24.7,3175,3,1,5,556.0,105.0,1987,-37.95788,145.21389,South-Eastern Metropolitan,8322,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Brunswick East,87 Hickford St,3,h,1350000.0,SP,Jellis,2017-03-04,4.5,3057,3,1,2,407.0,151.31578947368422,1955,-37.7663,144.9795,Northern Metropolitan,5533,1,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Tarneit,27 McMahon Cr,3,h,350000.0,VB,S&L,2017-08-26,18.4,3029,3,1,1,466.0,103.0,2003,-37.86744,144.65608999999995,Western Metropolitan,10160,0,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Preston,439 Plenty Rd,3,h,1000000.0,PI,hockingstuart,2016-12-10,8.8,3072,3,2,2,143.0,3.0,1980,-37.7381,145.0116,Northern Metropolitan,14577,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Strathmore,187 Mascoma St,3,h,1280000.0,PI,Considine,2017-09-03,8.2,3041,3,3,2,571.0,302.0,1960,-37.71965,144.90831,Western Metropolitan,3284,0,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Prahran,14 Aberdeen Rd,2,h,1106000.0,S,Biggin,2016-12-10,4.5,3181,2,1,1,135.0,135.0,2005,-37.8526,145.0033,Southern Metropolitan,7717,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Fitzroy,111 Cecil St,2,h,1000000.0,S,Nelson,2016-09-03,1.6,3065,2,1,0,128.0,99.09210526315789,1920,-37.7941,144.9802,Northern Metropolitan,5825,1,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Montmorency,6 Wooded Wy,3,h,1301000.0,SP,Buckingham,2017-07-15,16.2,3094,3,2,2,636.0,178.8515789473684,1980,-37.72198,145.12581,Eastern Metropolitan,3891,1,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Balwyn North,153 Doncaster Rd,3,h,1500000.0,PI,Jellis,2016-09-03,9.2,3104,3,2,1,778.0,154.0,1950,-37.7939,145.0789,Southern Metropolitan,7809,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Maribyrnong,9 Rylie La,3,h,680000.0,SP,Biggin,2016-09-10,8.7,3032,3,2,2,225.0,112.73684210526316,1970,-37.7699,144.8791,Western Metropolitan,4918,1,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
South Yarra,8/99 Osborne St,1,u,409000.0,S,Castran,2016-05-07,3.3,3141,1,1,1,45.0,45.0,1970,-37.8414,144.991,Southern Metropolitan,14887,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Heidelberg West,5 Barce Pl,4,h,715000.0,S,Barry,2016-11-19,9.4,3081,4,2,2,521.0,196.0,1990,-37.738,145.0374,Eastern Metropolitan,2674,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Hawthorn,10 Through St,3,h,1425000.0,VB,Jellis,2017-08-12,5.3,3122,3,1,1,333.0,108.0,1930,-37.82737,145.02971000000005,Southern Metropolitan,11308,0,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Reservoir,104 Purinuan Rd,3,h,635000.0,SP,hockingstuart,2017-05-27,12.0,3073,3,2,2,289.0,147.0,2009,-37.70798,145.02101000000005,Northern Metropolitan,21650,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Toorak,10/270 Williams Rd,1,u,350000.0,VB,Marshall,2017-07-22,4.1,3142,2,1,1,67.39473684210526,67.39473684210526,1970,-37.84157,145.00468999999995,Southern Metropolitan,7217,1,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Carnegie,1/91 Truganini Rd,2,u,620000.0,PI,Ray,2017-06-03,10.1,3163,2,1,2,158.0,109.10526315789474,1970,-37.89267,145.05473999999995,Southern Metropolitan,7822,1,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Greensborough,14 Wolangi Ct,4,h,1028000.0,S,Morrison,2017-07-08,16.1,3088,4,3,4,925.0,200.42105263157896,2005,-37.69261,145.1105,Northern Metropolitan,8524,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Noble Park,18 Arnold St,3,h,635000.0,S,Purplebricks,2017-06-17,22.7,3174,3,1,4,585.0,109.36842105263158,1980,-37.97267,145.18262,South-Eastern Metropolitan,11806,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Bentleigh,4 The Highway,3,h,1100000.0,S,hockingstuart,2016-10-15,13.0,3204,3,1,2,382.0,142.54736842105262,1914,-37.9187,145.0461,Southern Metropolitan,6795,1,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Doncaster,67 Hampshire Rd,3,h,1345000.0,S,Jellis,2017-07-08,12.4,3108,3,3,3,823.0,161.1578947368421,1925,-37.79461,145.14206,Eastern Metropolitan,9028,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Moorabbin,3/29 Fiddes St,2,t,742500.0,S,Buxton,2017-05-13,14.6,3189,2,1,1,179.0,101.0,2001,-37.9369,145.0473,Southern Metropolitan,2555,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Ivanhoe,3/8 Green St,3,t,855000.0,S,Woodards,2016-12-10,7.9,3079,3,2,2,130.0,130.0,1980,-37.765,145.0422,Eastern Metropolitan,5549,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Brunswick,50 Davies St,2,h,830000.0,S,Nelson,2016-04-16,5.2,3056,2,1,1,319.0,112.15789473684211,2007,-37.7572,144.9686,Northern Metropolitan,11918,1,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Brighton East,6/141 Centre Rd,1,u,340000.0,VB,Buxton,2017-02-25,10.7,3187,1,1,1,57.0,57.0,1950,-37.9164,145.0228,Southern Metropolitan,6938,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Hampton Park,75 Pound Rd,4,h,622000.0,SP,FN,2017-07-08,33.3,3976,4,2,2,654.0,238.94736842105263,1989,-38.02683,145.25871,South-Eastern Metropolitan,8256,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Balwyn North,67 Winfield Rd,4,h,1850000.0,SA,Fletchers,2017-07-22,9.7,3104,4,4,3,929.0,266.0,1960,-37.79497,145.10538,Southern Metropolitan,7809,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Fitzroy North,1/180 Queens Pde,2,t,1054000.0,S,Chambers,2016-09-10,3.5,3068,2,2,1,102.52631578947368,102.52631578947368,2012,-37.7903,144.9859,Northern Metropolitan,6244,1,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
